NomDuGroupe	Restaurant	Note	Prix	Cuisine	Service	Ambiance	Avis	URL
Lahbabi	Le Gurtlerhoft - Strasbourg	5.0	NE	Positive	Positive	NE	Super restaurant les serveurs sont accueillant très propre la gastronomie est savoureuse je le recommanderaient !!!!	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or0-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Espinal_Lu	La Ferme à Dédé - Grenoble	4.0	NE	Neutre	NE	NE	Nous cherchions à manger un plat régional et nous sommes tombés sur devanture de ce restaurant. Après un apéritif nous avions choisi les ravioles en gratin. Très bon mais petit avis négatif sur le pain dur. Un ventre averti en vaut deux !!!	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r696684553-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Lahbabi	Le Gurtlerhoft - Strasbourg	4.0	NE	Positive	Positive	NE	Nous sommes venus sans réservation (pour le mois de décembre je vous conseille vivement de réserver en amont car tout est complet).  La personne à l’accueil a été tres aimable et nous a demandé de patienter 15 minutes en nous assurant une table alors que le restaurant était complet.  Le serveur que nous avions (un belge qui se reconnaîtra) était très sympathique et nous a conseillé sur notre repas. Boissons, entrées et plats pour 2 personnes pour moins de 70€. Nous nous sommes régalés! Les portions de rosties sont copieuses.	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or0-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Feron_Mecheloukh	Le Marrakech - Annecy	3.0	NE	Neutre	Négative	NE	Le couscous agneau n'est plus avec un belle tranche d'agneau tendre et goûteuse comme avant mais avec une souris d'agneau dure et sans goût. Le reste du couscous est très moyen. Certes ce n'est pas la quantité qui manque mais plutôt la qualité.  Service long ...on était déjà venus plusieurs fois. On verra si on retente ce restaurant .	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or105-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Berger_Selvaradjou	Le Bombay	3.0	NE	Neutre	Négative	Neutre	Les salles sont belles mais les tables de salle principale très (trop ?) rapprochées. L'accueil n'est pas spécialement courtois... On fait un peu de l'abattage. On nous installe dans une salle au niveau supérieur, autour d'une table basse. Nous dînerons donc sur des coussins au raz du sol. Plutôt charmant mais pas confortable. Les plats sont savoureux et bien équilibrés. Le butter chicken et les nans (arrivés un peu tardivement..) sont excellents. Le lassi à la rose est trop chimique, je ne le conseille pas.  Le kulfi (glace indienne) à la pistache est un peu dur, donc pas facile à souvourer, mais après quelques minutes de patience, le résultat est satisfaisant. Nous avons donc passé une très belle soirée dans cet etablissement qui gagnerait à un peu plus de jovialité.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r924547098-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Campiglia_Sigrist	McDonald's 23 Place Charles de Gaulle - Lille	2.0	NE	NE	Négative	NE	Équipier qui vérifiait les pass sanitaires très désagréable. Je suis avec mon copain et j’entre pour ne commander que deux boissons, un bazar pas possible à l’intérieur. Aucune organisation mais ce dernier soupire et montre son mécontentement quand j’attend « à la mauvaise caisse » d’après lui.  Quand c’est enfin mon tour, l’équipier qui encaisse fait passer une cliente qui m’est passée devant sans aucune gêne alors qu’il savait clairement que j’attendais depuis 10 minutes. Un peu long pour un Ice Tea et un Coca, pour un FAST food. Première et dernière fois que je vais à ce McDo.	https://www.tripadvisor.fr/Restaurant_Review-g187178-d5813599-Reviews-McDonald_s-Lille_Nord_Hauts_de_France.html
Campiglia_Sigrist	Brasserie Georges - Lyon	1.0	Négative	Négative	Négative	NE	J'ai voulu faire découvrir cette adresse mythique à la famille à l'occasion de leur visite Lyonnaise. Le service est inexistant : prise de commande, livraison et ramassage !!! La gratinée d'oignons est insipide, salade César quelleconque ! Un plat chaud servi tiède, une cuisson de viande non conforme à la demande. Difficile de trouver un seul point positif au cours de ce déjeuner. La fréquentation de ce lieu est telle que quelques clients insatisfaits ne changeront pas grande chose probablement pour la réputation de ce lieu. Quant à moi, il est certain que c'était la DER. Dommage pour un lieu soi disant mythique.  J'allais oublier seule l'addition était à la hauteur !	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or105-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Meftah_Bourass	"""""""Terre Adélice - Lyon"""""""	3.0	Négative	Positive	Négative	Négative	"""""""Habituée à venir promouvoir des produits Ardéchois lors de mes visites lyonnaises. Je deviens déçue par cette boutique qui devient à un attrape touristes. Une armée de serveurs pas vraiment agréables et qui essaient de faire les plus petites boules possibles... À 5 euros les 2 boules on veut pouvoir déguster ! J'espère que les Ardéchois sauront redresser la barre et que je pourrais retourner avec plaisir goûter à un de leurs très nombreux parfums."""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g187265-d2443980-r687501353-Terre_Adelice_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html"""""""
Gaubert_Godin	Brasserie Chavant Grenoble	4.0	Négative	Positive	Positive	Positive	Très bon restaurant, prestations à la hauteur de la renommée... service irréprochable... plat goûteux .... bon des spritz à 9€ un peu cher pour de l aperol...... je recommande ce bel endroit sans hésitation	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or225-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Dorget_Sage	Les 3 Brasseurs - Echirolles	5.0	Neutre	Positive	Neutre	NE	Nous bons pris salade césar un peu d attente pour la commande car c'était la fète de pères donc nous pardonnons.cetait très bon nous reviendrons.	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r793488820-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Macé_Mutamu	Les Terrasses Poulard - Le Mont-Saint-Michel	1.0	NE	Négative	Négative	Négative	Nous nous sommes arrêté dans ce restaurant mais nous n’aurions pas dû... nous avons mis plus de 2h pour manger entrée/plat/dessert (dessert que nous avons dû redemander car ils étaient oubliés). Les plats étaient soient trop fades, soient trop salés. Le saumon de l’entrée n’avait rien d’extraordinaire. Le plat trop salé avec des frites non fraiches, une salade défraîchie....  Le restaurant est hyper bruyant, aucun moment de tranquillité, A EVITER !!!! Une horreur.  Un véritable attrape touriste qui ne mérite absolument pas d’être sur ce magnifique Mont Saint Michel! Quel dommage... passez votre chemin !	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r596663354-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Lahbabi	Le Gurtlerhoft - Strasbourg	5.0	NE	Positive	NE	NE	Nous avons très bien mangé. La choucroute est très bonne et bien garnie. Je recommande ce restaurant.	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or210-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Dorget_Sage	Les 3 Brasseurs - Echirolles	4.0	NE	Positive	Négative	Négative	Très bonne brasserie. On ne vient pas ici pour se faire servir un repas gastronomique comme on a pu le lire dans certaines critiques ! Les plats servis (de type brasserie) sont très bons et très copieux. On y revient avec plaisir. Le choix de bières est top, par contre il n y a pas de St Emilion à boire ;-)  Seul petit bémol le service un peu long et le restaurant est bruyant le samedi soir	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r676995280-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Bernard	Bistrot André - Grenoble	5.0	NE	Positive	Neutre	NE	Tout a été excellent. C'est à l'occasion de l'anniversaire de mon épouse. Les mets étaient très fin, un vrai régal. Le gâteau d'anniversaire très généreux. Seul petit hic, il a fallu que nous demandions qu'on nous apporte de l'eau assez souvent. Sinon le service a été bien.  J'espère que les enfants n'ont pas trop dérangé les autres clients. Nous reviendrons.	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r976893138-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Bouhjoura_Feydel	Les Jardins de Sainte-Cécile - Grenoble	3.0	NE	Neutre	NE	NE	Foie gras insipide prévoir une loupe pour trouver l'anguille fumée gelée  sans aucun intérêt dommage la présentation  est originale. Les plats sont bons mais Il manque un petit quelque  chose. Les desserts finissent bien le repas.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r655789742-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Meftah_Bourass	"""""""Terre Adélice - Lyon"""""""	5.0	Positive	Positive	NE	Positive	"""""""Merci pour cette grande découverte de goût que vous nous avez offerte. Superbement placé vers la cathédrale saint Jean, ce glacier propose une gamme des plus diverses de glaces et sorbets fait maison (merci d'ailleurs) Elles n'ont pas beaucoup d'odeurs par contre en bouche c'est une explosion de goûts WAHOUUUUUU"""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g187265-d2443980-r229742399-Terre_Adelice_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html"""""""
Berger_Selvaradjou	Le Bombay	5.0	Positive	Positive	Positive	NE	1ère fois que je mangeais Indien. Et sûrement pas la dernière.  Tres bon accueil du personnel, repas très copieux avec beaucoup de gout que je nai pas pu finir,  mais que jai pu ramener chez moi. Tres bon qualité/prix. Je reviendrai.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r761799889-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bernard	Bistrot André - Grenoble	5.0	NE	NE	Positive	Positive	Bel endroit avec une équipe aux petits soins, de belles saveurs dans les plats. À faire. Mention spéciale à la sommelière	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r972879145-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Feron_Mecheloukh	Le Marrakech - Annecy	5.0	NE	Positive	NE	NE	Un délicieux couscous avec des légumes variés, des viandes cuites à point, une semoule fine et un bouillon savoureux, le tout avec un parfum comme là-bas. Un vrai régal  et moment de dépaysement. Je recommande fortement.	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Berger_Selvaradjou	Le Bombay	5.0	NE	Positive	NE	NE	Une bonne soirée entre amis. Le menu est très copieux. Excellente adresse sur grenoble. Nous le recommandons sans problème.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r772965695-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	NE	NE	Positive	Positive	Endroit très chaleureux et cosy. Le service a été impeccable et surtout souriant du début à la fin. Avec mon conjoint nous avons adoré !! Je recommande	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r928367780-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
DiMalta_Fauchon	Shunbun - Grenoble	5.0	NE	Positive	Positive	Positive	Très bon restaurant situé au centre ville de Grenoble. Le cadre est plutôt sympathique , et propose un coin où l'on peut s'asseoir au sol pour manger. L'accueil y est agréable, cependant, choisissez bien vos heures, car le monde est au rendez-vous ( Bon signe ! ) .  La carte présente différents menus ou si vous le souhaitez , un menu à la carte.  L'attente après commande est tout à fait acceptable ( entre 20-45 minutes selon le nombre de personnes présentes au sein du restaurant )    Une fois le plat arrivé, nous pouvons en premier lieu observer l'effort de présentation . Dans un second temps,  la mise en bouche : Un délice. Les produits sont frais et de qualité.  Merci au ShunBun pour son agréable accueil !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r418262593-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Meftah_Bourass	"""""""Chateau de la commanderie - Grenoble"""""""	2.0	NE	Positive	Négative	Positive	"""""""Soirée familiale pour fêter des anniversaires. Joli cadre, et excellente cuisine, mais le service n'est vraiment pas à la hauteur de l'établissement. La discrétion n'est pas à priori la qualité première d'une partie du personnel. Le patron était pourtant ce soir là """"""""chaud patate"""""""" . Service du vin en dépit du bon sens. vin blanc et vin rouge dans les verres, alors que nous n'avons pas terminé notre apéritif. Avons pris notre petit-déjeuner à 9h30. A 10h le buffet était desservi. Nous aurions apprécié d'être prévenu afin de reprendre éventuellement un café ou un fruit. Nous ne retiendrons de cette soirée que la qualité de la cuisine ainsi que le cadre. Pour conclure, un patron un peu moins """""""" chaud patate"""""""" mais un peu plus à encadrer son équipe serait le bienvenu afin d'améliorer une qualité de service déplorable pour un 3*."""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g672838-d1025014-r626695320-Chateau_de_la_Commanderie-Eybens_Grenoble_Isere_Auvergne_Rhone_Alpes.html"""""""
Berger_Selvaradjou	Le Bombay	5.0	NE	Positive	NE	Positive	C’était notre première fois. la nourriture la plus délicieuse et une excellente ambiance, j'espère revenir plusieurs fois à l'avenir	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r978307282-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Berger_Selvaradjou	Le Bombay	5.0	NE	Positive	NE	NE	Nous sommes déjà venu 2 fois et à chaque fois nous avons particulièrement bien mangé. Les naans sont vraiment exceptionnels et valent le détour. Tout est très bon et extrêmement copieux !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r838084422-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Lahbabi	Le Gurtlerhoft - Strasbourg	4.0	NE	Neutre	Positive	Positive	Lieu atypique et très agréable dans cette belle salle voutée le personnel est compétent et très sympathique. il contribue à faire de ce repas un moment détendu l'attente est raisonnable et brève. cela fait plusieurs fois que nous revenons et cela reste un plaisir (heureusement les quantités par assiettes ont été légèrement revu à la baisse) la cuisine traditionnelle alsacienne est conforme et néanmoins copieuse un petit digestif nous a été offert avant le dessert.  seul bémol, les menus ont disparu pendant la période des fêtes et cela fait grimper la facture.(dommage)  bravo à l'équipe	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or180-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Decoopman_Flin	Chalet la Pricaz - Montmin	5.0	NE	Positive	Positive	NE	Une vue impressionnante, du personnel très chaleureux et un succulent repas généreux. Je recommande vivement cette adresse.	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r841537222-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	5.0	NE	Positive	Positive	NE	qualité des plats au top ,  service agréable et efficace . bon produits bien cuisinés  bon choix de vins	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r739769073-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Gaubert_Godin	Brasserie Chavant Grenoble	4.0	NE	Positive	Positive	Négative	Personnel jeune et sympa les plats sont bons mais .......mais en terrasse gare aux pigeons qui se soulage sur les tables .......une bache serait la bienvenue quel dommage.......	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or210-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Genevey_Pernier	La Belle Idée - Grenoble	5.0	Positive	Positive	Positive	NE	Un rapport qualité-prix excellent pour des plats assurément faits maison! Nous nous sommes régalés du début à la fin. Et quelle gentillesse dans le service, on ne peut que passer un excellent moment.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r558257936-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Feron_Mecheloukh	Le Marrakech - Annecy	5.0	NE	Positive	Positive	NE	En ouvrant les portes nous voyageons déjà. Nous nous sommes retrouvés dans ce pays que nous aimons et où malheureusement nous ne sommes pas allés depuis 2 ans !!! La cuisine est excellente on se serait cru en plein milieu de la place Jemaa El fna, merci pour ce voyage en attendant d’y retourner. Le service aussi est de qualité, tout en gentillesse et simplicité Bref l accueil Marocain 🇲🇦❤️	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or30-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Berger_Selvaradjou	Le Bombay	5.0	NE	Positive	Positive	NE	Nous avions réservé pour 6 personnes mais nous sommes finalement venus à 10, un dimanche, et bien qu’il y avait du monde, le restaurant a fait son possible pour nous placer tous les dix. Nous avons tous été satisfait, chaque plats ont été apprécié, les portions sont largement suffisante, certains n’ont pas réussi à tout manger. Idem pour les boissons. Les serveurs étaient très sympathique et on sent le professionnalisme de chacun dans cet établissement. Il est certain que je recommanderai ce lieu et que j’y retournerai lors d’un prochain séjour sur Grenoble.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r572115492-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Campiglia_Sigrist	McDonald's 23 Place Charles de Gaulle - Lille	2.0	NE	NE	Négative	Négative	Attente assez long avant d’arriver à la caisse. Endroit très exigu.  Pas énormément de place.  Le sol n’est pas très propre, sans parler des toilettes... Le seul point positif est la vue sur la place.	https://www.tripadvisor.fr/Restaurant_Review-g187178-d5813599-Reviews-or15-McDonald_s-Lille_Nord_Hauts_de_France.html
Lahbabi	Le Gurtlerhoft - Strasbourg	5.0	NE	Positive	NE	NE	Sensation d'être dans une forteresse imprenable qui à juste titre ne tardera pas à vous faire baisser la garde pour apprécier les plats typiquement alsaciens.	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or75-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	5.0	Positive	Positive	NE	NE	Malgré notre grand nombre, nous avons passé un très agréable moment. Pour ceux qui aime la cuisine traditionnelle, très bon rapport qualité prix, plats copieux !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r715916605-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	NE	Positive	Positive	NE	Un super moment en famille, cadre parfait, service et accueil très professionnel. La nourriture est excellente. Merci à toute l'équipe du chalet.	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r958974120-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	4.0	NE	Positive	Positive	NE	Un bon restaurant ou l'accueil est très sympa. Les plats sont très copieux et régionaux : le fameux gratin dauphinois.  Très bonne expérience.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r811661110-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Lacene	"""""""L'institut restaurant-Lyon"""""""	5.0	NE	Positive	Positive	NE	"""""""Avons mangé le 27 juin à 12h00 avec ma femme et ma belle soeur. Trés bon accueuil, puis nous avons passé au repas trés bon personnel plus que compétant. Tous est super. Je recommanderais votre restaurant à mes amis"""""""	https://www.tripadvisor.fr/ShowUserReviews-g187265-d5539701-r956966949-L_Institut_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	Positive	Positive	Positive	Positive	Super moment grâce a un service de qualité assuré par Antoine, à l’écoute et réactif. Rapport qualité/prix très bon, décoration soignée et chaleureuse ! Bref, un endroit à ne pas rater sur Annecy !	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r969682461-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Decoopman_Flin	Chalet la Pricaz - Montmin	5.0	NE	Positive	Positive	Positive	Nous avons pris le repas de midi le 27 décembre en terrasse au soleil... absolument génial ! Nous avons commencé par un vin chaud puis avons pris une reblechonnade pour les une, entrecôte et tartiflette pour les autres. Repas très copieux et excellent !  Et pour finir nous nous sommes laissés tentés par le pain perdu aux myrtilles...un régal ! Service parfait, repas nickel dans un cadre magnifique...on ne peut que recommander !	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r873344071-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Gaubert_Godin	Brasserie Chavant Grenoble	4.0	Négative	Neutre	Positive	Positive	Joli décor, service correct, aimable et rapide. Nous avons pris du poisson, maigre dans une sauce délicieuse accompagnée d'un risotto à tomber et d'un écrasé de pommes de terres. Un verre de blanc, correct. Café gourmand. 80€ avec apéritif. Merci au gentil serveur qui nous a tenu en haleine avec ses crêpes Suzette.	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or165-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Chaussemy_Zergua	Les Grands Buffets - Narbonne	5.0	NE	Positive	NE	NE	Nous nous sommes régalés et je recommande vivement ce restaurant. Des buffets somptueux et des mets délicieux. Attention réservation obligatoire.	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r967853062-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Lacene	"""""""L'institut restaurant-Lyon"""""""	4.0	NE	Positive	Positive	Positive	"""""""Un lieu à découvrir pour l'accueil réservé, le service attentionné, et la cuisine raffinée et originale. Un lieu immersif car la cuisine jouxte la salle de restaurant et nous fait découvrir l'implication et l'engagement des restaurateurs ! Félicitations à la jeune équipe de serveurs qui fait tout pour que les clients soient satisfaits :-)"""""""	https://www.tripadvisor.fr/ShowUserReviews-g187265-d5539701-r915637463-L_Institut_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Feron_Mecheloukh	Le Marrakech - Annecy	3.0	NE	Neutre	Négative	Positive	Superbe décoration. On se croirait vraiment au Maroc.  Cependant, service très moyen par une personne qui ne connaît pas bien les plats et qui se permet une remarque lors de la commande.  Service qui tarde pour une boisson - apéritif et qui nous place dans un couloir de passage alors que plein d’autres tables plus confortables sont disponibles. La pastilla n’était pas assez cuite et nous avions demandé une grande nous avons reçu une petite à la place : la serveuse nous dit que ce qu’il y a à l’intérieur est exactement la même chose que dans la grande (....encore heureux! ) je lui signale que c’est le prix qui change... bref. Pas sûr de retourner dans ce lieu pour un service aussi déplorable et peu chaleureux.	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or120-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	5.0	Positive	Positive	Positive	Positive	Agréable surprise.  Pensant manger une simple cuisine dauphinoise et bien c'est délicieux,  copieux, bien présenté, original (dessert),...  L'etablissement est beau et agréable. Le personnel souriant et pro..  Entre ami, on a passé un excellent moment.  A retester.  PS : pensez à reserver	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r684829057-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Espinal_Lu	La Ferme à Dédé - Grenoble	4.0	NE	Positive	Positive	Neutre	Très bon.  Certe terrasse un peu bruyante mais on est en ville  Plats très bons service correct  On y reviendra très certainement	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r804515080-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Espinal_Lu	La Ferme à Dédé - Grenoble	4.0	NE	NE	Neutre	Positive	A la bonne franquette,  bien  servi mais pas extraordinaire, il faut prendre les spécialités  au fromage ambiance décor nappé à carreaux on a passé un bon moment	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r744868798-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Espinal_Lu	La Ferme à Dédé - Grenoble	4.0	NE	NE	NE	Négative	Endroit sympathique à faire une fois si vous passez à Grenoble produits de la région raclette à faire dommage trop de bruit lieu trop petit	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r726607929-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bouhjoura_Feydel	Les Jardins de Sainte-Cécile - Grenoble	5.0	NE	Positive	Positive	NE	Un moment d'exception pour la saint sylvestre: une cuisine fine, excellente, des serveurs adorables et souriants! Nous le conseillons absolument!	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r448210805-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bernard	Bistrot André - Grenoble	5.0	NE	Positive	Positive	Positive	Nous avons passé une très belle soirée en famille, le cadre est magnifique, les plats délicieux et le personnel très agréable et souriant.	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r967367469-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Bour	La veyrie - Bernin	5.0	NE	Positive	Positive	Positive	Je suis venu dans cet établissement à plusieurs reprises. Avec des collègues de travail, en hiver. Le cadre champêtre est magnifique sous la neige, à l'écart de la ville  - mais à 15 mn de Grenoble. Pour la St Valentin avec son menu savoureux, pour mon mariage en Mars et en famille récemment - j'ai apprécié de pouvoir discuter avec le chef pour le remercier.   La cuisine est fine; très agréable. Le personnel est disponible; courtois, très professionnel.   A visiter !	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r526214677-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Feron_Mecheloukh	Le Marrakech - Annecy	3.0	NE	Neutre	Négative	NE	Le personnel a changé un peu triste, on a impression de déranger. Le couscous était pas comme d’habitude à croire que tout a changé. Je suis déçu. Je viens depuis pas mal d’années à revoir.	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Feron_Mecheloukh	Le Marrakech - Annecy	1.0	NE	Positive	Négative	NE	Nous étions déjà venus dans ce restaurant et en étions contents... C'était avant de tomber sur une serveuse plus froide que de la glace! Elle a mis une heure avant de daigner  prendre notre commande, pas un seul sourire de tout le service, elle était brusque. Puis il a fallu attendre les plats...Et bêtes comme nous sommes, nous avons quand même pris des desserts que nous avons attendus 30 mn! C'est bien dommage car le cuisto est sympa et fait de bons plats. Ce restaurant devrait vraiment changer de serveuse car il va perdre ses clients les uns après les autres.	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or225-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	4.0	Positive	Positive	Positive	NE	Accueil chaleureux, cuisine traditionnelle de bonne facture, sélection soignée de vins en carafe et de bière pression... Une belle soirée gourmande et conviviale à Grenoble !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r714794506-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Meftah_Bourass	"""""""Terre Adélice - Lyon"""""""	4.0	Positive	Positive	NE	Positive	"""""""Super glacier avec un choix monstrueux de parfums. Glaces artisanales avec une gamme bio. Boules très généreuses.Très bon ! 2 visites en 2 jours... lol"""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g187265-d2443980-r200513807-Terre_Adelice_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html"""""""
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	4.0	Positive	Positive	Positive	NE	Réservation en ligne très facile et pratique. Specialites dauphinoise ( gratins de pommes de terre ou de ravioles) riches en saveur ... et en calories. Ambiance basique. Accueil et service sympas. Une bonne adresse à prix raisonnable proche de la gare SNCF.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r871018015-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
